account,token,season,_col3
0x14f78bdcccd12c4f963bd0457212b3517f974b2b,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6113,585050926
0x542a94e6f4d9d15aae550f7097d089f273e38f85,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,7419,2233614013
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6164,1096001
0x3a472fd2bab732329ea490440e8015e126a4fdb7,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7506,278714707
0x839191e5a1001342ef0582e1f3fbe3d9753ef222,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,8568,3643682568
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6327,2845032410
0xbdaaa4d3ab02badbd2c1b5adaf673184b62fe7ee,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7586,3240646065
0xe9691477a468cc9084b690920b845c20dc54ae04,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6131,3738756290
0x941169fff3c353be965e3f34823eea63b772219c,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,8011,143973934763918324552
0xef49ffe2c1a6f64cfe18a26b3efe7d87830838c8,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6178,713520062
0x394c357db3177e33bde63f259f0eb2c04a46827c,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6100,369451135
0xb1d47d39c3bb868e5e4be068b7057d4caad0b31c,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,8462,136015530
0xaf812e8babab3173edce179fe6fc6c2b1c482e39,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,8508,103718958
0x74231623d8058afc0a62f919742e15af0fb299e5,0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,7374,104480000
0x682864c9bc8747c804a6137d6f0e8e087f49089e,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6860,1000000
0x1fc84da8c1dfd00a7f6d0970ed779cec0bbf9ca4,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6091,101782100
0x682864c9bc8747c804a6137d6f0e8e087f49089e,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,7169,400000000000000000
0x1202fba35cc425c07202baa4b17fa9a37d2dbebb,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,7413,233925343361660325682
0x3cc6cc687870c972127e073e05b956a1ee270164,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7061,499506978
0x4ec2dcdfb3c165da62dd1367cb42fe7551524984,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6112,51522024
0x45577ffec3c72075af3e655ea474e5c1585d9d14,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7241,7859105940
0x77e3cf7d9051f7e76889ec11d9ab758f9dedc5c4,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,8127,2156114589
0xa752eea12f7ecaa7674363255e5e7f0b083a515c,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7435,113859651
0x682864c9bc8747c804a6137d6f0e8e087f49089e,0xc9c32cd16bf7efb85ff14e0c8603cc90f6f2ee49,7145,200000000000000000
0x578bd31b74941eed1a0c924130fef47181766a42,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7053,21926612
0x2972bf9b54ac5100d747150dfd684899c0abec5e,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,7463,394896777
0x764bd4feb72cb6962e8446e9798acec8a3ac1658,0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,7196,55000000
0x3849a135d541232af220bb839ee1ce7e2165ed7d,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6106,804302344
0xfb464fcd5342d2997a43c6b7bca7615d0fbdeed9,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6109,70597401
0xb1d47d39c3bb868e5e4be068b7057d4caad0b31c,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6100,896352811
0xc1e607b7730c43c8d15562ffa1ad27b4463dc4c4,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6109,316696641
0xad503b72fc36a699bf849bb2ed4c3db1967a73da,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6095,522943948
0xa82240bb0291a8ef6e46a4f6b8abf4737b0b5257,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6099,3254259954
0x569fa8c1e62feab5b93a6252ddb8c0fd29423c50,0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6102,313385084
